 ,Area,Mean,Min,Max
1,100,255,255,255
2,103,255,255,255
3,100,255,255,255
4,155,255,255,255
5,51,255,255,255
6,12,255,255,255
7,226,255,255,255
8,25,255,255,255
9,140,255,255,255
10,126,255,255,255
11,41,255,255,255
12,168,255,255,255
13,171,255,255,255
14,100,255,255,255
15,78,255,255,255
16,120,255,255,255
17,110,255,255,255
18,110,255,255,255
19,376,255,255,255
20,360,255,255,255
21,287,255,255,255
22,57,255,255,255
23,95,255,255,255
24,79,255,255,255
25,421,255,255,255
26,850,255,255,255
27,17,255,255,255
28,215,255,255,255
29,126,255,255,255
30,321,255,255,255
31,67,255,255,255
32,91,255,255,255
33,17,255,255,255
34,103,255,255,255
35,92,255,255,255
36,298,255,255,255
37,90,255,255,255
38,139,255,255,255
39,66,255,255,255
40,18,255,255,255
41,19,255,255,255
42,184,255,255,255
43,207,255,255,255
44,255,255,255,255
45,159,255,255,255
46,12,255,255,255
47,126,255,255,255
48,598,255,255,255
49,254,255,255,255
50,145,255,255,255
51,9,255,255,255
52,9,255,255,255
53,23,255,255,255
54,340,255,255,255
55,373,255,255,255
56,23,255,255,255
57,124,255,255,255
58,93,255,255,255
59,231,255,255,255
60,114,255,255,255
61,160,255,255,255
62,134,255,255,255
63,107,255,255,255
64,107,255,255,255
65,18,255,255,255
66,135,255,255,255
67,19,255,255,255
68,99,255,255,255
69,103,255,255,255
70,15,255,255,255
71,82,255,255,255
72,146,255,255,255
73,140,255,255,255
74,75,255,255,255
75,123,255,255,255
76,124,255,255,255
77,154,255,255,255
78,9,255,255,255
79,211,255,255,255
80,171,255,255,255
81,12,255,255,255
82,36,255,255,255
83,96,255,255,255
84,86,255,255,255
85,19,255,255,255
86,18,255,255,255
87,108,255,255,255
88,299,255,255,255
89,40,255,255,255
90,15,255,255,255
91,180,255,255,255
92,115,255,255,255
93,32,255,255,255
