 ,Area,Mean,Min,Max
1,42,255,255,255
2,205,255,255,255
3,46,255,255,255
4,114,255,255,255
5,144,255,255,255
6,177,255,255,255
7,112,255,255,255
8,132,255,255,255
9,273,255,255,255
10,91,255,255,255
11,90,255,255,255
12,189,255,255,255
13,50,255,255,255
14,271,255,255,255
15,149,255,255,255
16,107,255,255,255
17,29,255,255,255
18,167,255,255,255
19,203,255,255,255
20,152,255,255,255
21,211,255,255,255
22,81,255,255,255
23,85,255,255,255
24,114,255,255,255
25,193,255,255,255
26,19,255,255,255
27,19,255,255,255
28,47,255,255,255
29,23,255,255,255
30,12,255,255,255
31,91,255,255,255
32,121,255,255,255
33,51,255,255,255
34,169,255,255,255
35,97,255,255,255
36,113,255,255,255
37,77,255,255,255
38,9,255,255,255
39,86,255,255,255
40,244,255,255,255
41,153,255,255,255
42,108,255,255,255
43,100,255,255,255
44,9,255,255,255
45,236,255,255,255
46,162,255,255,255
47,123,255,255,255
48,84,255,255,255
49,79,255,255,255
50,64,255,255,255
51,172,255,255,255
52,138,255,255,255
53,108,255,255,255
54,9,255,255,255
55,90,255,255,255
56,32,255,255,255
57,58,255,255,255
58,100,255,255,255
59,9,255,255,255
60,59,255,255,255
61,164,255,255,255
62,62,255,255,255
63,217,255,255,255
64,19,255,255,255
65,174,255,255,255
66,21,255,255,255
67,63,255,255,255
68,129,255,255,255
69,75,255,255,255
70,170,255,255,255
71,134,255,255,255
72,95,255,255,255
73,237,255,255,255
74,86,255,255,255
75,133,255,255,255
76,73,255,255,255
77,186,255,255,255
78,70,255,255,255
79,162,255,255,255
80,30,255,255,255
81,59,255,255,255
82,237,255,255,255
83,159,255,255,255
84,124,255,255,255
85,9,255,255,255
86,189,255,255,255
87,51,255,255,255
88,195,255,255,255
89,136,255,255,255
90,293,255,255,255
91,148,255,255,255
92,42,255,255,255
93,139,255,255,255
94,12,255,255,255
95,62,255,255,255
96,41,255,255,255
97,10,255,255,255
