 ,Area,Mean,Min,Max
1,969,255,255,255
2,141,255,255,255
3,12,255,255,255
4,172,255,255,255
5,160,255,255,255
6,40,255,255,255
7,145,255,255,255
8,430,255,255,255
9,27,255,255,255
10,161,255,255,255
11,27,255,255,255
12,347,255,255,255
13,41,255,255,255
14,437,255,255,255
15,340,255,255,255
16,435,255,255,255
17,120,255,255,255
18,29,255,255,255
19,9,255,255,255
20,199,255,255,255
21,180,255,255,255
22,458,255,255,255
23,216,255,255,255
24,11,255,255,255
25,182,255,255,255
26,238,255,255,255
27,284,255,255,255
28,85,255,255,255
29,670,255,255,255
30,149,255,255,255
31,46,255,255,255
32,509,255,255,255
33,267,255,255,255
34,119,255,255,255
35,201,255,255,255
36,566,255,255,255
37,57,255,255,255
