 ,Area,Mean,Min,Max
1,56,255,255,255
2,138,255,255,255
3,18,255,255,255
4,88,255,255,255
5,71,255,255,255
6,213,255,255,255
7,157,255,255,255
8,320,255,255,255
9,63,255,255,255
10,9,255,255,255
11,9,255,255,255
12,14,255,255,255
13,95,255,255,255
14,45,255,255,255
15,80,255,255,255
16,133,255,255,255
17,158,255,255,255
18,121,255,255,255
19,9,255,255,255
20,98,255,255,255
21,140,255,255,255
22,77,255,255,255
23,61,255,255,255
24,87,255,255,255
25,43,255,255,255
26,63,255,255,255
27,186,255,255,255
28,144,255,255,255
29,102,255,255,255
30,165,255,255,255
31,58,255,255,255
32,124,255,255,255
33,159,255,255,255
34,65,255,255,255
35,93,255,255,255
36,211,255,255,255
37,61,255,255,255
38,95,255,255,255
39,97,255,255,255
40,180,255,255,255
41,191,255,255,255
42,101,255,255,255
43,149,255,255,255
44,224,255,255,255
45,262,255,255,255
46,29,255,255,255
47,58,255,255,255
48,134,255,255,255
49,207,255,255,255
50,205,255,255,255
51,251,255,255,255
52,181,255,255,255
53,64,255,255,255
54,15,255,255,255
55,274,255,255,255
56,97,255,255,255
57,294,255,255,255
58,119,255,255,255
59,167,255,255,255
60,84,255,255,255
61,83,255,255,255
62,63,255,255,255
63,49,255,255,255
64,127,255,255,255
65,39,255,255,255
66,108,255,255,255
67,76,255,255,255
68,72,255,255,255
69,194,255,255,255
70,113,255,255,255
71,130,255,255,255
72,57,255,255,255
73,186,255,255,255
74,31,255,255,255
75,65,255,255,255
76,43,255,255,255
77,195,255,255,255
78,110,255,255,255
79,109,255,255,255
80,88,255,255,255
81,9,255,255,255
82,103,255,255,255
83,118,255,255,255
84,127,255,255,255
85,292,255,255,255
86,49,255,255,255
87,15,255,255,255
88,39,255,255,255
89,12,255,255,255
90,195,255,255,255
91,221,255,255,255
92,75,255,255,255
93,73,255,255,255
94,22,255,255,255
