 ,Area,Mean,Min,Max
1,58,255,255,255
2,24,255,255,255
3,158,255,255,255
4,18,255,255,255
5,143,255,255,255
6,177,255,255,255
7,9,255,255,255
8,22,255,255,255
9,78,255,255,255
10,159,255,255,255
11,26,255,255,255
12,38,255,255,255
13,60,255,255,255
14,63,255,255,255
15,46,255,255,255
16,120,255,255,255
17,141,255,255,255
18,101,255,255,255
19,77,255,255,255
20,62,255,255,255
21,69,255,255,255
22,43,255,255,255
23,45,255,255,255
24,87,255,255,255
25,191,255,255,255
26,93,255,255,255
27,105,255,255,255
28,176,255,255,255
29,218,255,255,255
30,53,255,255,255
31,16,255,255,255
32,12,255,255,255
33,89,255,255,255
34,12,255,255,255
35,17,255,255,255
36,9,255,255,255
37,78,255,255,255
38,23,255,255,255
39,24,255,255,255
40,9,255,255,255
41,175,255,255,255
42,107,255,255,255
43,22,255,255,255
44,92,255,255,255
45,35,255,255,255
46,19,255,255,255
47,26,255,255,255
48,48,255,255,255
49,17,255,255,255
50,15,255,255,255
51,60,255,255,255
52,143,255,255,255
53,63,255,255,255
54,148,255,255,255
55,75,255,255,255
56,121,255,255,255
57,118,255,255,255
58,62,255,255,255
59,70,255,255,255
60,117,255,255,255
61,246,255,255,255
62,28,255,255,255
63,30,255,255,255
64,173,255,255,255
65,208,255,255,255
66,41,255,255,255
67,279,255,255,255
68,19,255,255,255
69,117,255,255,255
70,37,255,255,255
