 ,Area,Mean,Min,Max
1,9,255,255,255
2,64,255,255,255
3,9,255,255,255
4,24,255,255,255
5,18,255,255,255
6,37,255,255,255
7,186,255,255,255
8,33,255,255,255
9,9,255,255,255
10,130,255,255,255
11,12,255,255,255
12,44,255,255,255
13,12,255,255,255
14,72,255,255,255
15,9,255,255,255
16,30,255,255,255
17,88,255,255,255
18,22,255,255,255
19,9,255,255,255
20,19,255,255,255
21,12,255,255,255
22,9,255,255,255
23,66,255,255,255
24,92,255,255,255
25,9,255,255,255
26,34,255,255,255
27,26,255,255,255
28,62,255,255,255
29,60,255,255,255
30,54,255,255,255
31,26,255,255,255
32,19,255,255,255
33,39,255,255,255
34,9,255,255,255
35,14,255,255,255
36,28,255,255,255
37,13,255,255,255
38,16,255,255,255
39,21,255,255,255
40,44,255,255,255
41,176,255,255,255
42,44,255,255,255
43,32,255,255,255
44,49,255,255,255
45,49,255,255,255
46,52,255,255,255
