 ,Area,Mean,Min,Max
1,260,255,255,255
2,294,255,255,255
3,33,255,255,255
4,193,255,255,255
5,40,255,255,255
6,52,255,255,255
7,84,255,255,255
8,257,255,255,255
9,202,255,255,255
10,183,255,255,255
11,24,255,255,255
12,558,255,255,255
13,9,255,255,255
14,25,255,255,255
15,644,255,255,255
16,233,255,255,255
17,132,255,255,255
18,81,255,255,255
19,68,255,255,255
20,71,255,255,255
21,338,255,255,255
22,391,255,255,255
23,145,255,255,255
24,23,255,255,255
25,662,255,255,255
26,212,255,255,255
27,404,255,255,255
28,9,255,255,255
29,605,255,255,255
30,65,255,255,255
31,757,255,255,255
32,279,255,255,255
33,56,255,255,255
34,24,255,255,255
35,22,255,255,255
36,392,255,255,255
37,11,255,255,255
38,142,255,255,255
39,41,255,255,255
40,47,255,255,255
41,1148,255,255,255
42,84,255,255,255
43,251,255,255,255
44,18,255,255,255
45,241,255,255,255
46,598,255,255,255
47,373,255,255,255
48,181,255,255,255
49,242,255,255,255
50,14,255,255,255
51,522,255,255,255
52,613,255,255,255
53,189,255,255,255
54,84,255,255,255
55,455,255,255,255
56,340,255,255,255
57,221,255,255,255
58,307,255,255,255
59,374,255,255,255
60,18,255,255,255
61,58,255,255,255
62,9,255,255,255
63,425,255,255,255
64,313,255,255,255
65,307,255,255,255
66,48,255,255,255
67,288,255,255,255
68,369,255,255,255
69,531,255,255,255
70,89,255,255,255
71,12,255,255,255
72,34,255,255,255
73,513,255,255,255
74,25,255,255,255
75,15,255,255,255
76,354,255,255,255
77,184,255,255,255
78,461,255,255,255
79,198,255,255,255
80,159,255,255,255
81,265,255,255,255
82,190,255,255,255
83,87,255,255,255
84,248,255,255,255
85,261,255,255,255
86,107,255,255,255
87,376,255,255,255
88,43,255,255,255
89,9,255,255,255
90,110,255,255,255
91,127,255,255,255
92,727,255,255,255
93,26,255,255,255
94,100,255,255,255
95,38,255,255,255
96,162,255,255,255
97,28,255,255,255
98,106,255,255,255
99,39,255,255,255
