 ,Area,Mean,Min,Max
1,81,255,255,255
2,29,255,255,255
3,111,255,255,255
4,15,255,255,255
5,235,255,255,255
6,110,255,255,255
7,134,255,255,255
8,16,255,255,255
9,68,255,255,255
10,64,255,255,255
11,117,255,255,255
12,88,255,255,255
13,252,255,255,255
14,86,255,255,255
15,155,255,255,255
16,83,255,255,255
17,422,255,255,255
18,72,255,255,255
19,171,255,255,255
20,85,255,255,255
21,160,255,255,255
22,84,255,255,255
23,164,255,255,255
24,155,255,255,255
25,39,255,255,255
26,203,255,255,255
27,104,255,255,255
28,148,255,255,255
29,58,255,255,255
30,217,255,255,255
31,64,255,255,255
32,12,255,255,255
33,116,255,255,255
34,200,255,255,255
35,21,255,255,255
36,152,255,255,255
37,152,255,255,255
38,119,255,255,255
39,51,255,255,255
40,173,255,255,255
41,58,255,255,255
42,178,255,255,255
43,275,255,255,255
44,395,255,255,255
45,86,255,255,255
46,63,255,255,255
47,82,255,255,255
48,15,255,255,255
49,68,255,255,255
50,41,255,255,255
51,124,255,255,255
52,118,255,255,255
53,272,255,255,255
54,122,255,255,255
55,18,255,255,255
56,43,255,255,255
57,160,255,255,255
58,157,255,255,255
59,362,255,255,255
60,62,255,255,255
61,89,255,255,255
62,177,255,255,255
63,533,255,255,255
64,16,255,255,255
65,239,255,255,255
66,146,255,255,255
67,51,255,255,255
68,122,255,255,255
69,608,255,255,255
70,108,255,255,255
71,226,255,255,255
72,157,255,255,255
73,165,255,255,255
74,344,255,255,255
75,269,255,255,255
76,19,255,255,255
77,154,255,255,255
78,119,255,255,255
79,107,255,255,255
80,167,255,255,255
81,165,255,255,255
82,38,255,255,255
83,199,255,255,255
84,99,255,255,255
85,68,255,255,255
86,354,255,255,255
87,129,255,255,255
88,9,255,255,255
89,102,255,255,255
90,114,255,255,255
91,115,255,255,255
92,104,255,255,255
93,121,255,255,255
94,649,255,255,255
95,168,255,255,255
96,44,255,255,255
97,64,255,255,255
98,175,255,255,255
99,386,255,255,255
100,154,255,255,255
101,61,255,255,255
102,287,255,255,255
103,40,255,255,255
104,150,255,255,255
105,450,255,255,255
106,318,255,255,255
107,76,255,255,255
108,136,255,255,255
109,132,255,255,255
110,214,255,255,255
111,112,255,255,255
112,177,255,255,255
113,15,255,255,255
114,128,255,255,255
115,241,255,255,255
116,265,255,255,255
117,336,255,255,255
118,14,255,255,255
119,185,255,255,255
120,173,255,255,255
121,115,255,255,255
122,171,255,255,255
123,9,255,255,255
124,443,255,255,255
125,351,255,255,255
126,224,255,255,255
127,72,255,255,255
128,117,255,255,255
129,156,255,255,255
130,270,255,255,255
131,148,255,255,255
132,330,255,255,255
133,270,255,255,255
134,379,255,255,255
135,819,255,255,255
136,9,255,255,255
137,164,255,255,255
138,145,255,255,255
139,162,255,255,255
140,45,255,255,255
141,32,255,255,255
142,15,255,255,255
143,52,255,255,255
144,135,255,255,255
145,159,255,255,255
146,148,255,255,255
147,119,255,255,255
148,196,255,255,255
149,185,255,255,255
150,163,255,255,255
151,119,255,255,255
152,286,255,255,255
153,129,255,255,255
154,261,255,255,255
155,10,255,255,255
156,45,255,255,255
157,66,255,255,255
158,94,255,255,255
159,90,255,255,255
160,41,255,255,255
