 ,Area,Mean,Min,Max
1,102,255,255,255
2,43,255,255,255
3,122,255,255,255
4,33,255,255,255
5,109,255,255,255
6,39,255,255,255
7,62,255,255,255
8,50,255,255,255
9,9,255,255,255
10,9,255,255,255
11,40,255,255,255
12,12,255,255,255
13,12,255,255,255
14,151,255,255,255
15,36,255,255,255
16,69,255,255,255
17,33,255,255,255
18,73,255,255,255
19,31,255,255,255
20,31,255,255,255
21,59,255,255,255
22,15,255,255,255
23,12,255,255,255
24,27,255,255,255
25,9,255,255,255
26,86,255,255,255
27,32,255,255,255
28,69,255,255,255
29,19,255,255,255
30,73,255,255,255
31,62,255,255,255
32,93,255,255,255
33,19,255,255,255
34,58,255,255,255
35,36,255,255,255
36,116,255,255,255
37,41,255,255,255
38,19,255,255,255
39,76,255,255,255
40,30,255,255,255
41,9,255,255,255
42,57,255,255,255
43,55,255,255,255
44,66,255,255,255
45,32,255,255,255
46,9,255,255,255
47,18,255,255,255
48,45,255,255,255
49,15,255,255,255
50,10,255,255,255
51,12,255,255,255
52,92,255,255,255
53,9,255,255,255
54,139,255,255,255
55,21,255,255,255
56,27,255,255,255
57,9,255,255,255
58,33,255,255,255
59,46,255,255,255
60,107,255,255,255
61,277,255,255,255
62,43,255,255,255
63,44,255,255,255
64,60,255,255,255
65,9,255,255,255
66,53,255,255,255
67,20,255,255,255
68,32,255,255,255
69,52,255,255,255
70,18,255,255,255
71,48,255,255,255
72,30,255,255,255
73,193,255,255,255
74,67,255,255,255
75,101,255,255,255
76,99,255,255,255
77,78,255,255,255
78,69,255,255,255
79,43,255,255,255
80,29,255,255,255
