 ,Area,Mean,Min,Max
1,19,255,255,255
2,15,255,255,255
3,148,255,255,255
4,106,255,255,255
5,669,255,255,255
6,121,255,255,255
7,24,255,255,255
8,98,255,255,255
9,105,255,255,255
10,104,255,255,255
11,26,255,255,255
12,32,255,255,255
13,122,255,255,255
14,134,255,255,255
15,18,255,255,255
16,22,255,255,255
17,16,255,255,255
18,368,255,255,255
19,15,255,255,255
20,55,255,255,255
21,276,255,255,255
22,60,255,255,255
23,80,255,255,255
24,27,255,255,255
25,35,255,255,255
26,183,255,255,255
27,111,255,255,255
28,165,255,255,255
29,56,255,255,255
30,176,255,255,255
31,174,255,255,255
32,185,255,255,255
33,85,255,255,255
34,282,255,255,255
35,36,255,255,255
36,20,255,255,255
37,14,255,255,255
38,19,255,255,255
39,9,255,255,255
40,9,255,255,255
41,213,255,255,255
42,24,255,255,255
43,29,255,255,255
44,136,255,255,255
45,149,255,255,255
46,9,255,255,255
47,12,255,255,255
48,40,255,255,255
49,142,255,255,255
50,93,255,255,255
51,259,255,255,255
52,89,255,255,255
53,70,255,255,255
54,9,255,255,255
55,21,255,255,255
56,197,255,255,255
57,205,255,255,255
58,176,255,255,255
59,18,255,255,255
60,9,255,255,255
61,153,255,255,255
62,41,255,255,255
63,138,255,255,255
64,34,255,255,255
65,126,255,255,255
66,38,255,255,255
67,158,255,255,255
68,144,255,255,255
69,16,255,255,255
70,143,255,255,255
71,61,255,255,255
72,204,255,255,255
73,141,255,255,255
74,244,255,255,255
75,161,255,255,255
76,71,255,255,255
77,31,255,255,255
78,171,255,255,255
79,102,255,255,255
80,166,255,255,255
81,165,255,255,255
82,12,255,255,255
83,176,255,255,255
84,39,255,255,255
85,169,255,255,255
86,129,255,255,255
87,36,255,255,255
88,138,255,255,255
89,196,255,255,255
90,15,255,255,255
91,253,255,255,255
92,30,255,255,255
93,116,255,255,255
94,95,255,255,255
95,178,255,255,255
96,132,255,255,255
97,26,255,255,255
98,60,255,255,255
99,149,255,255,255
100,73,255,255,255
101,15,255,255,255
102,169,255,255,255
103,12,255,255,255
104,46,255,255,255
105,103,255,255,255
106,12,255,255,255
107,173,255,255,255
108,172,255,255,255
109,12,255,255,255
110,119,255,255,255
111,156,255,255,255
112,122,255,255,255
113,212,255,255,255
114,170,255,255,255
115,186,255,255,255
116,12,255,255,255
117,110,255,255,255
118,17,255,255,255
119,161,255,255,255
120,177,255,255,255
121,188,255,255,255
122,12,255,255,255
123,86,255,255,255
124,9,255,255,255
125,153,255,255,255
126,12,255,255,255
127,153,255,255,255
128,129,255,255,255
129,19,255,255,255
130,32,255,255,255
131,18,255,255,255
132,205,255,255,255
133,12,255,255,255
134,183,255,255,255
135,187,255,255,255
136,152,255,255,255
137,29,255,255,255
138,26,255,255,255
139,41,255,255,255
140,57,255,255,255
141,132,255,255,255
142,177,255,255,255
143,22,255,255,255
144,212,255,255,255
145,42,255,255,255
146,152,255,255,255
147,40,255,255,255
148,179,255,255,255
149,116,255,255,255
150,51,255,255,255
151,159,255,255,255
152,121,255,255,255
153,12,255,255,255
154,164,255,255,255
155,47,255,255,255
156,9,255,255,255
157,9,255,255,255
158,9,255,255,255
159,18,255,255,255
160,9,255,255,255
161,44,255,255,255
162,174,255,255,255
163,156,255,255,255
164,30,255,255,255
165,181,255,255,255
166,195,255,255,255
167,99,255,255,255
168,137,255,255,255
169,165,255,255,255
170,173,255,255,255
171,342,255,255,255
172,242,255,255,255
173,118,255,255,255
174,31,255,255,255
175,97,255,255,255
176,16,255,255,255
177,12,255,255,255
178,107,255,255,255
179,18,255,255,255
180,42,255,255,255
181,102,255,255,255
182,44,255,255,255
183,106,255,255,255
184,33,255,255,255
185,308,255,255,255
186,12,255,255,255
187,13,255,255,255
188,197,255,255,255
189,9,255,255,255
190,18,255,255,255
191,46,255,255,255
192,133,255,255,255
193,64,255,255,255
194,189,255,255,255
195,154,255,255,255
196,129,255,255,255
197,21,255,255,255
198,28,255,255,255
199,132,255,255,255
200,31,255,255,255
201,54,255,255,255
202,43,255,255,255
203,155,255,255,255
204,96,255,255,255
205,166,255,255,255
206,173,255,255,255
207,92,255,255,255
208,38,255,255,255
209,24,255,255,255
210,104,255,255,255
211,106,255,255,255
212,31,255,255,255
213,19,255,255,255
214,21,255,255,255
