 ,Area,Mean,Min,Max
261,84,255,255,255
262,70,255,255,255
263,183,255,255,255
264,84,255,255,255
265,470,255,255,255
266,225,255,255,255
267,100,255,255,255
268,151,255,255,255
269,87,255,255,255
270,95,255,255,255
271,150,255,255,255
272,212,255,255,255
273,102,255,255,255
274,73,255,255,255
275,202,255,255,255
276,436,255,255,255
277,98,255,255,255
278,32,255,255,255
279,154,255,255,255
280,204,255,255,255
281,77,255,255,255
282,64,255,255,255
283,113,255,255,255
284,87,255,255,255
285,29,255,255,255
