 ,Area,Mean,Min,Max
1,148,255,255,255
2,185,255,255,255
3,144,255,255,255
4,93,255,255,255
5,225,255,255,255
6,69,255,255,255
7,441,255,255,255
8,186,255,255,255
9,71,255,255,255
10,174,255,255,255
11,214,255,255,255
12,157,255,255,255
13,102,255,255,255
14,27,255,255,255
15,52,255,255,255
16,470,255,255,255
17,103,255,255,255
18,160,255,255,255
19,83,255,255,255
20,63,255,255,255
21,131,255,255,255
22,174,255,255,255
23,70,255,255,255
24,181,255,255,255
25,123,255,255,255
26,204,255,255,255
27,125,255,255,255
28,54,255,255,255
29,351,255,255,255
30,52,255,255,255
31,189,255,255,255
32,95,255,255,255
33,200,255,255,255
34,222,255,255,255
35,241,255,255,255
36,124,255,255,255
37,201,255,255,255
38,162,255,255,255
39,471,255,255,255
40,47,255,255,255
41,181,255,255,255
42,212,255,255,255
43,55,255,255,255
44,89,255,255,255
45,630,255,255,255
46,58,255,255,255
47,183,255,255,255
48,72,255,255,255
49,60,255,255,255
50,30,255,255,255
51,50,255,255,255
52,243,255,255,255
53,161,255,255,255
54,205,255,255,255
55,230,255,255,255
56,153,255,255,255
57,455,255,255,255
58,134,255,255,255
59,135,255,255,255
60,61,255,255,255
61,87,255,255,255
62,160,255,255,255
63,86,255,255,255
64,185,255,255,255
65,46,255,255,255
66,195,255,255,255
67,18,255,255,255
68,219,255,255,255
69,183,255,255,255
70,58,255,255,255
71,57,255,255,255
72,151,255,255,255
73,194,255,255,255
74,112,255,255,255
75,148,255,255,255
76,63,255,255,255
77,153,255,255,255
78,85,255,255,255
79,51,255,255,255
80,195,255,255,255
81,218,255,255,255
82,54,255,255,255
83,53,255,255,255
84,81,255,255,255
85,141,255,255,255
86,74,255,255,255
87,87,255,255,255
88,200,255,255,255
89,176,255,255,255
90,48,255,255,255
91,156,255,255,255
92,169,255,255,255
93,57,255,255,255
94,577,255,255,255
95,117,255,255,255
96,156,255,255,255
97,68,255,255,255
98,92,255,255,255
99,196,255,255,255
100,170,255,255,255
101,65,255,255,255
102,481,255,255,255
103,179,255,255,255
104,238,255,255,255
105,187,255,255,255
106,243,255,255,255
107,173,255,255,255
108,135,255,255,255
109,165,255,255,255
110,131,255,255,255
111,30,255,255,255
112,12,255,255,255
113,238,255,255,255
114,54,255,255,255
115,69,255,255,255
116,69,255,255,255
117,452,255,255,255
118,67,255,255,255
119,167,255,255,255
120,56,255,255,255
121,81,255,255,255
122,198,255,255,255
123,71,255,255,255
124,173,255,255,255
125,80,255,255,255
126,394,255,255,255
127,75,255,255,255
128,176,255,255,255
129,156,255,255,255
130,379,255,255,255
131,54,255,255,255
132,160,255,255,255
133,78,255,255,255
134,201,255,255,255
135,52,255,255,255
136,165,255,255,255
137,186,255,255,255
138,112,255,255,255
139,187,255,255,255
140,59,255,255,255
141,136,255,255,255
142,39,255,255,255
143,168,255,255,255
144,154,255,255,255
145,73,255,255,255
146,242,255,255,255
147,233,255,255,255
148,390,255,255,255
149,76,255,255,255
150,138,255,255,255
151,77,255,255,255
152,153,255,255,255
153,105,255,255,255
154,81,255,255,255
155,92,255,255,255
156,195,255,255,255
157,268,255,255,255
158,67,255,255,255
159,78,255,255,255
160,163,255,255,255
161,68,255,255,255
162,154,255,255,255
163,71,255,255,255
164,197,255,255,255
165,118,255,255,255
166,214,255,255,255
167,176,255,255,255
168,227,255,255,255
169,81,255,255,255
170,188,255,255,255
171,163,255,255,255
172,43,255,255,255
173,196,255,255,255
174,194,255,255,255
175,105,255,255,255
176,51,255,255,255
177,79,255,255,255
178,38,255,255,255
179,73,255,255,255
180,133,255,255,255
181,144,255,255,255
182,109,255,255,255
183,250,255,255,255
184,205,255,255,255
185,234,255,255,255
186,175,255,255,255
187,109,255,255,255
188,170,255,255,255
189,181,255,255,255
190,305,255,255,255
191,65,255,255,255
192,197,255,255,255
193,97,255,255,255
194,608,255,255,255
195,70,255,255,255
196,194,255,255,255
197,93,255,255,255
198,107,255,255,255
199,231,255,255,255
200,82,255,255,255
201,186,255,255,255
202,206,255,255,255
203,104,255,255,255
204,40,255,255,255
205,187,255,255,255
206,180,255,255,255
207,260,255,255,255
208,89,255,255,255
209,196,255,255,255
210,204,255,255,255
211,70,255,255,255
212,184,255,255,255
213,206,255,255,255
214,67,255,255,255
215,130,255,255,255
216,199,255,255,255
217,76,255,255,255
218,106,255,255,255
219,70,255,255,255
220,32,255,255,255
221,153,255,255,255
222,208,255,255,255
223,340,255,255,255
224,74,255,255,255
225,395,255,255,255
226,78,255,255,255
227,199,255,255,255
228,200,255,255,255
229,197,255,255,255
230,85,255,255,255
231,239,255,255,255
232,104,255,255,255
233,122,255,255,255
234,361,255,255,255
235,58,255,255,255
236,107,255,255,255
237,217,255,255,255
238,176,255,255,255
