 ,Area,Mean,Min,Max
239,227,255,255,255
240,164,255,255,255
241,89,255,255,255
242,96,255,255,255
243,62,255,255,255
244,56,255,255,255
245,175,255,255,255
246,150,255,255,255
247,174,255,255,255
248,174,255,255,255
249,180,255,255,255
250,323,255,255,255
251,122,255,255,255
252,133,255,255,255
253,101,255,255,255
254,73,255,255,255
255,234,255,255,255
256,95,255,255,255
257,139,255,255,255
258,69,255,255,255
259,203,255,255,255
260,289,255,255,255
261,105,255,255,255
262,71,255,255,255
263,311,255,255,255
264,113,255,255,255
265,126,255,255,255
266,237,255,255,255
267,97,255,255,255
268,181,255,255,255
269,9,255,255,255
270,180,255,255,255
271,105,255,255,255
272,54,255,255,255
273,51,255,255,255
274,181,255,255,255
275,132,255,255,255
276,159,255,255,255
277,139,255,255,255
278,143,255,255,255
279,230,255,255,255
280,193,255,255,255
281,113,255,255,255
282,92,255,255,255
283,80,255,255,255
284,47,255,255,255
285,141,255,255,255
286,57,255,255,255
287,79,255,255,255
288,44,255,255,255
289,29,255,255,255
