 ,Area,Mean,Min,Max
1,65,255,255,255
2,175,255,255,255
3,71,255,255,255
4,142,255,255,255
5,76,255,255,255
6,124,255,255,255
7,257,255,255,255
8,99,255,255,255
9,142,255,255,255
10,252,255,255,255
11,210,255,255,255
12,38,255,255,255
13,105,255,255,255
14,90,255,255,255
15,38,255,255,255
16,197,255,255,255
17,131,255,255,255
18,89,255,255,255
19,77,255,255,255
20,223,255,255,255
21,145,255,255,255
22,409,255,255,255
23,92,255,255,255
24,172,255,255,255
25,48,255,255,255
26,35,255,255,255
27,202,255,255,255
28,142,255,255,255
29,227,255,255,255
30,170,255,255,255
31,233,255,255,255
32,204,255,255,255
33,55,255,255,255
34,241,255,255,255
35,309,255,255,255
36,263,255,255,255
37,73,255,255,255
38,90,255,255,255
39,58,255,255,255
40,293,255,255,255
41,207,255,255,255
42,302,255,255,255
43,499,255,255,255
44,53,255,255,255
45,236,255,255,255
46,105,255,255,255
47,83,255,255,255
48,125,255,255,255
49,235,255,255,255
50,527,255,255,255
51,231,255,255,255
52,302,255,255,255
53,85,255,255,255
54,220,255,255,255
55,308,255,255,255
56,93,255,255,255
57,260,255,255,255
58,67,255,255,255
59,92,255,255,255
60,108,255,255,255
61,215,255,255,255
62,103,255,255,255
63,68,255,255,255
64,105,255,255,255
65,98,255,255,255
66,242,255,255,255
67,240,255,255,255
68,179,255,255,255
69,115,255,255,255
70,167,255,255,255
71,88,255,255,255
72,207,255,255,255
73,209,255,255,255
74,491,255,255,255
75,117,255,255,255
76,220,255,255,255
77,133,255,255,255
78,381,255,255,255
79,73,255,255,255
80,305,255,255,255
81,268,255,255,255
82,71,255,255,255
83,159,255,255,255
84,272,255,255,255
85,636,255,255,255
86,344,255,255,255
87,123,255,255,255
88,159,255,255,255
89,186,255,255,255
90,282,255,255,255
91,306,255,255,255
92,58,255,255,255
93,149,255,255,255
94,123,255,255,255
95,43,255,255,255
96,107,255,255,255
97,98,255,255,255
98,228,255,255,255
99,46,255,255,255
100,60,255,255,255
101,68,255,255,255
102,44,255,255,255
103,36,255,255,255
104,266,255,255,255
105,243,255,255,255
106,197,255,255,255
107,177,255,255,255
108,72,255,255,255
109,141,255,255,255
110,59,255,255,255
111,232,255,255,255
112,57,255,255,255
113,83,255,255,255
114,107,255,255,255
115,236,255,255,255
116,213,255,255,255
117,156,255,255,255
118,142,255,255,255
119,167,255,255,255
120,401,255,255,255
121,252,255,255,255
122,208,255,255,255
123,582,255,255,255
124,107,255,255,255
125,97,255,255,255
126,218,255,255,255
127,99,255,255,255
128,79,255,255,255
129,81,255,255,255
130,92,255,255,255
131,197,255,255,255
132,87,255,255,255
133,100,255,255,255
134,53,255,255,255
135,241,255,255,255
136,206,255,255,255
137,82,255,255,255
138,77,255,255,255
139,218,255,255,255
140,250,255,255,255
141,59,255,255,255
142,452,255,255,255
143,119,255,255,255
144,87,255,255,255
145,325,255,255,255
146,195,255,255,255
147,203,255,255,255
148,232,255,255,255
149,350,255,255,255
150,203,255,255,255
151,220,255,255,255
152,113,255,255,255
153,196,255,255,255
154,176,255,255,255
155,209,255,255,255
156,152,255,255,255
157,189,255,255,255
158,202,255,255,255
159,112,255,255,255
160,501,255,255,255
161,217,255,255,255
162,250,255,255,255
163,22,255,255,255
164,77,255,255,255
165,97,255,255,255
166,186,255,255,255
167,267,255,255,255
168,194,255,255,255
169,115,255,255,255
170,87,255,255,255
171,104,255,255,255
172,326,255,255,255
173,326,255,255,255
174,233,255,255,255
175,213,255,255,255
176,207,255,255,255
177,187,255,255,255
178,130,255,255,255
179,220,255,255,255
180,230,255,255,255
181,62,255,255,255
182,177,255,255,255
183,113,255,255,255
184,145,255,255,255
185,169,255,255,255
186,111,255,255,255
187,77,255,255,255
188,210,255,255,255
189,221,255,255,255
190,192,255,255,255
191,99,255,255,255
192,257,255,255,255
193,78,255,255,255
194,165,255,255,255
195,194,255,255,255
196,195,255,255,255
197,143,255,255,255
198,197,255,255,255
199,93,255,255,255
200,86,255,255,255
201,90,255,255,255
202,60,255,255,255
203,149,255,255,255
204,79,255,255,255
205,75,255,255,255
206,48,255,255,255
207,29,255,255,255
208,336,255,255,255
209,73,255,255,255
210,151,255,255,255
211,423,255,255,255
212,44,255,255,255
213,214,255,255,255
214,98,255,255,255
215,114,255,255,255
216,9,255,255,255
217,31,255,255,255
218,27,255,255,255
